fecha;gvz;sma200;reg
2013.01.23;12.46;17.24;0
2013.01.24;13.03;17.22;0
2013.01.25;14.08;17.19;0
2013.01.28;14.39;17.16;0
2013.01.29;13.59;17.13;0
2013.01.30;13.21;17.10;0
2013.01.31;13.76;17.08;0
2013.02.01;13.32;17.05;0
2013.02.04;13.78;17.03;0
2013.02.05;13.03;17.01;0
2013.02.06;13.57;16.99;0
2013.02.07;13.59;16.97;0
2013.02.08;13.14;16.95;0
2013.02.11;14.38;16.94;0
2013.02.12;14.06;16.92;0
2013.02.13;14.70;16.91;0
2013.02.14;14.72;16.90;0
2013.02.15;15.90;16.90;0
2013.02.19;15.75;16.89;0
2013.02.20;18.59;16.90;1
2013.02.21;16.90;16.90;1
2013.02.22;16.26;16.90;0
2013.02.25;17.48;16.90;1
2013.02.26;15.61;16.89;0
2013.02.27;15.57;16.87;0
2013.02.28;15.79;16.86;0
2013.03.01;15.75;16.85;0
2013.03.04;16.03;16.83;0
2013.03.05;15.47;16.80;0
2013.03.06;15.05;16.77;0
2013.03.07;14.84;16.73;0
2013.03.08;13.54;16.68;0
2013.03.11;12.96;16.64;0
2013.03.12;12.07;16.60;0
2013.03.13;12.24;16.55;0
2013.03.14;12.59;16.51;0
2013.03.15;12.43;16.46;0
2013.03.18;13.30;16.42;0
2013.03.19;14.52;16.38;0
2013.03.20;13.33;16.33;0
2013.03.21;13.37;16.27;0
2013.03.22;12.89;16.20;0
2013.03.25;12.99;16.15;0
2013.03.26;12.48;16.10;0
2013.03.27;12.33;16.04;0
2013.03.28;12.41;16.00;0
2013.04.01;13.13;15.95;0
2013.04.02;13.73;15.90;0
2013.04.03;15.21;15.86;0
2013.04.04;16.03;15.82;1
2013.04.05;14.46;15.78;0
2013.04.08;14.22;15.75;0
2013.04.09;13.54;15.71;0
2013.04.10;15.15;15.69;0
2013.04.11;15.29;15.66;0
2013.04.12;21.32;15.66;1
2013.04.15;34.48;15.73;1
2013.04.16;30.02;15.78;1
2013.04.17;26.93;15.82;1
2013.04.18;24.57;15.84;1
2013.04.19;24.37;15.86;1
2013.04.22;23.28;15.88;1
2013.04.23;23.68;15.87;1
2013.04.24;21.49;15.89;1
2013.04.25;22.35;15.90;1
2013.04.26;24.21;15.93;1
2013.04.29;23.16;15.94;1
2013.04.30;22.09;15.95;1
2013.05.01;22.93;15.97;1
2013.05.02;22.06;15.99;1
2013.05.03;20.37;16.00;1
2013.05.06;20.37;16.01;1
2013.05.07;22.07;16.04;1
2013.05.08;20.64;16.06;1
2013.05.09;21.62;16.08;1
2013.05.10;23.95;16.11;1
2013.05.13;25.04;16.14;1
2013.05.14;25.06;16.16;1
2013.05.15;28.01;16.21;1
2013.05.16;27.18;16.25;1
2013.05.17;28.34;16.29;1
2013.05.20;26.66;16.33;1
2013.05.21;27.18;16.37;1
2013.05.22;27.61;16.42;1
2013.05.23;26.08;16.46;1
2013.05.24;24.90;16.51;1
2013.05.28;24.86;16.55;1
2013.05.29;22.76;16.58;1
2013.05.30;21.43;16.61;1
2013.05.31;22.63;16.64;1
2013.06.03;21.68;16.67;1
2013.06.04;22.32;16.71;1
2013.06.05;22.65;16.75;1
2013.06.06;22.33;16.78;1
2013.06.07;23.58;16.83;1
2013.06.10;22.68;16.87;1
2013.06.11;23.27;16.90;1
2013.06.12;22.04;16.93;1
2013.06.13;22.69;16.95;1
2013.06.14;20.91;16.97;1
2013.06.17;21.27;16.99;1
2013.06.18;22.70;17.02;1
2013.06.19;22.53;17.05;1
2013.06.20;29.94;17.12;1
2013.06.21;27.19;17.16;1
2013.06.24;27.69;17.21;1
2013.06.25;25.86;17.25;1
2013.06.26;31.43;17.32;1
2013.06.27;33.51;17.39;1
2013.06.28;31.84;17.46;1
2013.07.01;28.84;17.50;1
2013.07.02;28.19;17.54;1
2013.07.03;27.25;17.58;1
2013.07.05;27.15;17.63;1
2013.07.08;26.79;17.67;1
2013.07.09;25.68;17.71;1
2013.07.10;26.24;17.75;1
2013.07.11;23.85;17.79;1
2013.07.12;24.07;17.82;1
2013.07.15;23.53;17.86;1
2013.07.16;23.20;17.89;1
2013.07.17;23.61;17.92;1
2013.07.18;22.52;17.95;1
2013.07.19;21.19;17.97;1
2013.07.22;21.76;18.00;1
2013.07.23;21.66;18.02;1
2013.07.24;22.61;18.05;1
2013.07.25;21.77;18.08;1
2013.07.26;22.22;18.11;1
2013.07.29;22.77;18.14;1
2013.07.30;23.72;18.18;1
2013.07.31;24.99;18.23;1
2013.08.01;24.61;18.28;1
2013.08.02;24.24;18.32;1
2013.08.05;23.49;18.36;1
2013.08.06;23.82;18.40;1
2013.08.07;23.49;18.45;1
2013.08.08;21.71;18.48;1
2013.08.09;21.50;18.51;1
2013.08.12;21.58;18.55;1
2013.08.13;21.37;18.57;1
2013.08.14;21.21;18.60;1
2013.08.15;22.45;18.64;1
2013.08.16;22.97;18.68;1
2013.08.19;24.25;18.72;1
2013.08.20;23.82;18.77;1
2013.08.21;23.28;18.81;1
2013.08.22;22.69;18.83;1
2013.08.23;22.63;18.86;1
2013.08.26;23.67;18.89;1
2013.08.27;23.90;18.92;1
2013.08.28;25.89;18.97;1
2013.08.29;24.36;19.02;1
2013.08.30;24.44;19.07;1
2013.09.03;25.20;19.12;1
2013.09.04;24.61;19.17;1
2013.09.05;25.64;19.23;1
2013.09.06;23.59;19.28;1
2013.09.09;22.04;19.32;1
2013.09.10;22.58;19.37;1
2013.09.11;22.63;19.41;1
2013.09.12;25.09;19.47;1
2013.09.13;24.88;19.52;1
2013.09.16;25.12;19.58;1
2013.09.17;25.35;19.64;1
2013.09.18;23.20;19.69;1
2013.09.19;21.75;19.73;1
2013.09.20;22.27;19.78;1
2013.09.23;22.70;19.82;1
2013.09.24;22.84;19.86;1
2013.09.25;21.97;19.90;1
2013.09.26;21.79;19.94;1
2013.09.27;22.57;19.98;1
2013.09.30;23.72;20.04;1
2013.10.01;25.48;20.10;1
2013.10.02;24.04;20.16;1
2013.10.03;24.54;20.22;1
2013.10.04;24.77;20.27;1
2013.10.07;24.81;20.33;1
2013.10.08;25.44;20.38;1
2013.10.09;25.81;20.44;1
2013.10.10;25.36;20.50;1
2013.10.11;25.83;20.57;1
2013.10.14;26.45;20.62;1
2013.10.15;26.07;20.68;1
2013.10.16;24.72;20.73;1
2013.10.17;22.31;20.77;1
2013.10.18;21.43;20.81;1
2013.10.21;21.52;20.85;1
2013.10.22;20.75;20.88;0
2013.10.23;20.52;20.91;0
2013.10.24;20.67;20.95;0
2013.10.25;19.90;20.98;0
2013.10.28;20.32;21.01;0
2013.10.29;20.65;21.05;0
2013.10.30;20.81;21.08;0
2013.10.31;20.57;21.11;0
2013.11.01;20.68;21.14;0
2013.11.04;20.30;21.17;0
2013.11.05;20.19;21.21;0
2013.11.06;19.43;21.25;0
2013.11.07;20.01;21.28;0
2013.11.08;19.37;21.31;0
2013.11.11;19.15;21.33;0
2013.11.12;21.20;21.37;0
2013.11.13;20.46;21.41;0
2013.11.14;19.44;21.43;0
2013.11.15;18.03;21.46;0
2013.11.18;19.52;21.49;0
2013.11.19;19.45;21.52;0
2013.11.20;23.04;21.57;1
2013.11.21;21.30;21.60;0
2013.11.22;20.33;21.64;0
2013.11.25;20.02;21.67;0
2013.11.26;19.68;21.70;0
2013.11.27;19.75;21.72;0
2013.11.29;19.33;21.74;0
2013.12.02;21.43;21.77;0
2013.12.03;21.09;21.80;0
2013.12.04;20.82;21.81;0
2013.12.05;21.78;21.83;0
2013.12.06;20.50;21.86;0
2013.12.09;20.65;21.87;0
2013.12.10;19.63;21.89;0
2013.12.11;20.02;21.91;0
2013.12.12;22.24;21.95;1
2013.12.13;21.87;21.98;0
2013.12.16;21.91;22.01;0
2013.12.17;21.79;22.04;0
2013.12.18;21.39;22.07;0
2013.12.19;22.07;22.11;0
2013.12.20;21.01;22.14;0
2013.12.23;20.76;22.18;0
2013.12.24;20.08;22.22;0
2013.12.26;19.84;22.26;0
2013.12.27;19.10;22.29;0
2013.12.30;20.75;22.33;0
2013.12.31;21.65;22.38;0
2014.01.02;20.42;22.41;0
2014.01.03;19.19;22.44;0
2014.01.06;19.50;22.47;0
2014.01.07;19.12;22.50;0
2014.01.08;19.43;22.53;0
2014.01.09;18.46;22.56;0
2014.01.10;17.27;22.58;0
2014.01.13;16.67;22.60;0
2014.01.14;16.50;22.62;0
2014.01.15;16.43;22.64;0
2014.01.16;15.39;22.64;0
2014.01.17;14.34;22.63;0
2014.01.21;15.97;22.64;0
2014.01.22;15.62;22.64;0
2014.01.23;16.01;22.65;0
2014.01.24;17.54;22.67;0
2014.01.27;18.38;22.68;0
2014.01.28;18.71;22.67;0
2014.01.29;17.45;22.58;0
2014.01.30;17.97;22.52;0
2014.01.31;18.62;22.48;0
2014.02.03;19.15;22.45;0
2014.02.04;18.51;22.43;0
2014.02.05;18.52;22.40;0
2014.02.06;17.93;22.37;0
2014.02.07;16.59;22.35;0
2014.02.10;17.08;22.32;0
2014.02.11;16.81;22.29;0
2014.02.12;16.23;22.25;0
2014.02.13;16.13;22.22;0
2014.02.14;16.26;22.19;0
2014.02.18;16.28;22.16;0
2014.02.19;16.48;22.14;0
2014.02.20;16.07;22.12;0
2014.02.21;15.73;22.09;0
2014.02.24;15.94;22.06;0
2014.02.25;15.86;22.03;0
2014.02.26;16.46;22.00;0
2014.02.27;15.75;21.95;0
2014.02.28;16.07;21.90;0
2014.03.03;17.05;21.85;0
2014.03.04;16.75;21.80;0
2014.03.05;16.58;21.74;0
2014.03.06;16.31;21.69;0
2014.03.07;15.82;21.63;0
2014.03.10;15.83;21.57;0
2014.03.11;16.14;21.52;0
2014.03.12;16.67;21.48;0
2014.03.13;17.30;21.44;0
2014.03.14;18.32;21.42;0
2014.03.17;17.87;21.40;0
2014.03.18;17.37;21.38;0
2014.03.19;17.59;21.36;0
2014.03.20;16.91;21.33;0
2014.03.21;16.43;21.30;0
2014.03.24;17.53;21.27;0
2014.03.25;17.16;21.24;0
2014.03.26;17.32;21.22;0
2014.03.27;17.60;21.19;0
2014.03.28;17.48;21.16;0
2014.03.31;17.37;21.14;0
2014.04.01;16.65;21.12;0
2014.04.02;16.19;21.09;0
2014.04.03;16.01;21.06;0
2014.04.04;15.81;21.02;0
2014.04.07;15.95;20.95;0
2014.04.08;15.99;20.90;0
2014.04.09;14.83;20.83;0
2014.04.10;15.06;20.78;0
2014.04.11;15.19;20.70;0
2014.04.14;15.34;20.61;0
2014.04.15;16.10;20.53;0
2014.04.16;15.44;20.46;0
2014.04.17;15.96;20.40;0
2014.04.21;16.22;20.35;0
2014.04.22;16.19;20.29;0
2014.04.23;15.61;20.23;0
2014.04.24;15.86;20.19;0
2014.04.25;16.07;20.13;0
2014.04.28;15.56;20.09;0
2014.04.29;15.31;20.05;0
2014.04.30;15.52;20.01;0
2014.05.01;15.15;19.97;0
2014.05.02;14.85;19.93;0
2014.05.05;15.51;19.89;0
2014.05.06;15.02;19.86;0
2014.05.07;15.40;19.83;0
2014.05.08;14.87;19.79;0
2014.05.09;14.76;19.75;0
2014.05.12;14.04;19.72;0
2014.05.13;13.61;19.67;0
2014.05.14;13.76;19.63;0
2014.05.15;14.57;19.58;0
2014.05.16;14.04;19.53;0
2014.05.19;14.23;19.48;0
2014.05.20;14.07;19.42;0
2014.05.21;14.36;19.38;0
2014.05.22;13.98;19.33;0
2014.05.23;14.52;19.28;0
2014.05.27;16.21;19.26;0
2014.05.28;15.80;19.23;0
2014.05.29;15.01;19.20;0
2014.05.30;15.34;19.17;0
2014.06.02;15.55;19.14;0
2014.06.03;15.05;19.10;0
2014.06.04;14.79;19.06;0
2014.06.05;14.15;19.01;0
2014.06.06;13.22;18.96;0
2014.06.09;12.77;18.90;0
2014.06.10;12.37;18.85;0
2014.06.11;12.36;18.80;0
2014.06.12;12.91;18.75;0
2014.06.13;12.52;18.69;0
2014.06.16;12.41;18.62;0
2014.06.17;12.53;18.56;0
2014.06.18;12.11;18.50;0
2014.06.19;14.48;18.45;0
2014.06.20;12.79;18.39;0
2014.06.23;12.93;18.33;0
2014.06.24;12.96;18.27;0
2014.06.25;12.92;18.23;0
2014.06.26;12.76;18.18;0
2014.06.27;12.64;18.13;0
2014.06.30;14.01;18.07;0
2014.07.01;13.74;18.02;0
2014.07.02;13.89;17.96;0
2014.07.03;12.99;17.90;0
2014.07.07;12.99;17.85;0
2014.07.08;12.83;17.80;0
2014.07.09;13.05;17.76;0
2014.07.10;12.91;17.71;0
2014.07.11;13.27;17.66;0
2014.07.14;14.23;17.62;0
2014.07.15;14.73;17.59;0
2014.07.16;14.67;17.55;0
2014.07.17;15.52;17.51;0
2014.07.18;14.35;17.45;0
2014.07.21;14.69;17.40;0
2014.07.22;14.62;17.35;0
2014.07.23;14.07;17.30;0
2014.07.24;14.33;17.25;0
2014.07.25;14.68;17.19;0
2014.07.28;14.55;17.14;0
2014.07.29;15.05;17.09;0
2014.07.30;14.85;17.03;0
2014.07.31;15.46;16.98;0
2014.08.01;14.37;16.92;0
2014.08.04;14.17;16.86;0
2014.08.05;14.76;16.83;0
2014.08.06;14.51;16.79;0
2014.08.07;14.82;16.76;0
2014.08.08;14.85;16.73;0
2014.08.11;14.49;16.70;0
2014.08.12;14.35;16.67;0
2014.08.13;13.53;16.64;0
2014.08.14;12.55;16.60;0
2014.08.15;13.33;16.56;0
2014.08.18;13.46;16.52;0
2014.08.19;13.43;16.49;0
2014.08.20;13.51;16.45;0
2014.08.21;13.84;16.42;0
2014.08.22;13.46;16.39;0
2014.08.25;13.55;16.36;0
2014.08.26;13.24;16.32;0
2014.08.27;12.72;16.29;0
2014.08.28;12.90;16.26;0
2014.08.29;12.85;16.22;0
2014.09.02;14.05;16.18;0
2014.09.03;13.44;16.15;0
2014.09.04;14.01;16.13;0
2014.09.05;13.27;16.10;0
2014.09.08;14.47;16.08;0
2014.09.09;15.36;16.04;0
2014.09.10;15.89;16.01;0
2014.09.11;16.42;15.99;1
2014.09.12;17.86;15.98;1
2014.09.15;16.50;15.97;1
2014.09.16;16.58;15.95;1
2014.09.17;17.14;15.94;1
2014.09.18;15.50;15.91;0
2014.09.19;16.90;15.89;1
2014.09.22;16.44;15.87;1
2014.09.23;16.65;15.84;1
2014.09.24;17.21;15.83;1
2014.09.25;17.99;15.81;1
2014.09.26;17.84;15.80;1
2014.09.29;17.17;15.79;1
2014.09.30;18.83;15.77;1
2014.10.01;18.73;15.76;1
2014.10.02;18.20;15.74;1
2014.10.03;19.13;15.72;1
2014.10.06;17.60;15.71;1
2014.10.07;17.56;15.68;1
2014.10.08;17.50;15.67;1
2014.10.09;17.86;15.65;1
2014.10.10;18.11;15.64;1
2014.10.13;17.69;15.63;1
2014.10.14;17.98;15.62;1
2014.10.15;20.04;15.62;1
2014.10.16;19.68;15.61;1
2014.10.17;18.08;15.60;1
2014.10.20;17.27;15.59;1
2014.10.21;17.01;15.58;1
2014.10.22;16.58;15.56;1
2014.10.23;16.91;15.55;1
2014.10.24;16.24;15.54;1
2014.10.27;16.49;15.54;1
2014.10.28;16.30;15.54;1
2014.10.29;16.75;15.54;1
2014.10.30;18.08;15.54;1
2014.10.31;21.54;15.58;1
2014.11.03;21.10;15.61;1
2014.11.04;20.10;15.63;1
2014.11.05;23.38;15.67;1
2014.11.06;23.18;15.70;1
2014.11.07;21.38;15.72;1
2014.11.10;22.23;15.74;1
2014.11.11;21.43;15.76;1
2014.11.12;21.29;15.78;1
2014.11.13;20.98;15.79;1
2014.11.14;23.36;15.81;1
2014.11.17;23.37;15.84;1
2014.11.18;23.97;15.86;1
2014.11.19;24.26;15.89;1
2014.11.20;21.50;15.91;1
2014.11.21;21.23;15.93;1
2014.11.24;20.64;15.95;1
2014.11.25;20.67;15.97;1
2014.11.26;21.24;15.99;1
2014.11.28;25.17;16.04;1
2014.12.01;22.33;16.07;1
2014.12.02;21.29;16.10;1
2014.12.03;20.62;16.12;1
2014.12.04;20.30;16.14;1
2014.12.05;20.02;16.16;1
2014.12.08;19.55;16.18;1
2014.12.09;20.09;16.20;1
2014.12.10;19.27;16.21;1
2014.12.11;19.11;16.23;1
2014.12.12;19.66;16.25;1
2014.12.15;20.95;16.27;1
2014.12.16;22.08;16.29;1
2014.12.17;20.90;16.31;1
2014.12.18;19.28;16.33;1
2014.12.19;18.68;16.34;1
2014.12.22;20.26;16.37;1
2014.12.23;19.76;16.38;1
2014.12.24;19.37;16.40;1
2014.12.26;18.92;16.41;1
2014.12.29;20.15;16.41;1
2014.12.30;19.48;16.42;1
2014.12.31;20.08;16.44;1
2015.01.02;20.23;16.45;1
2015.01.05;21.26;16.47;1
2015.01.06;20.78;16.49;1
2015.01.07;20.35;16.51;1
2015.01.08;19.20;16.52;1
2015.01.09;18.44;16.52;1
2015.01.12;17.65;16.52;1
2015.01.13;17.63;16.52;1
2015.01.14;18.52;16.53;1
2015.01.15;21.83;16.56;1
2015.01.16;22.66;16.59;1
2015.01.20;23.43;16.62;1
2015.01.21;22.34;16.66;1
2015.01.22;21.25;16.68;1
2015.01.23;20.62;16.71;1
2015.01.26;20.04;16.73;1
2015.01.27;20.16;16.76;1
2015.01.28;19.31;16.78;1
2015.01.29;20.25;16.80;1
2015.01.30;19.65;16.82;1
2015.02.02;20.33;16.85;1
2015.02.03;20.30;16.87;1
2015.02.04;20.36;16.89;1
2015.02.05;20.06;16.91;1
2015.02.06;20.59;16.93;1
2015.02.09;20.30;16.95;1
2015.02.10;19.71;16.97;1
2015.02.11;20.07;17.00;1
2015.02.12;19.31;17.02;1
2015.02.13;18.49;17.03;1
2015.02.17;19.61;17.05;1
2015.02.18;19.54;17.08;1
2015.02.19;18.62;17.09;1
2015.02.20;19.26;17.11;1
2015.02.23;19.40;17.13;1
2015.02.24;18.77;17.15;1
2015.02.25;17.40;17.17;1
2015.02.26;16.65;17.18;0
2015.02.27;15.91;17.19;0
2015.03.02;16.38;17.20;0
2015.03.03;16.76;17.21;0
2015.03.04;16.66;17.23;0
2015.03.05;16.90;17.24;0
2015.03.06;18.43;17.26;1
2015.03.09;17.58;17.28;1
2015.03.10;18.97;17.30;1
2015.03.11;20.01;17.33;1
2015.03.12;19.07;17.35;1
2015.03.13;18.90;17.36;1
2015.03.16;19.14;17.38;1
2015.03.17;20.83;17.41;1
2015.03.18;18.65;17.42;1
2015.03.19;17.25;17.44;0
2015.03.20;17.21;17.45;0
2015.03.23;17.26;17.46;0
2015.03.24;16.84;17.48;0
2015.03.25;16.38;17.50;0
2015.03.26;16.02;17.52;0
2015.03.27;15.83;17.53;0
2015.03.30;16.64;17.55;0
2015.03.31;16.34;17.57;0
2015.04.01;16.04;17.59;0
2015.04.02;16.01;17.61;0
2015.04.06;15.74;17.63;0
2015.04.07;15.20;17.63;0
2015.04.08;14.79;17.64;0
2015.04.09;15.00;17.65;0
2015.04.10;14.23;17.66;0
2015.04.13;14.79;17.67;0
2015.04.14;15.18;17.68;0
2015.04.15;14.60;17.69;0
2015.04.16;14.54;17.69;0
2015.04.17;14.47;17.69;0
2015.04.20;15.39;17.70;0
2015.04.21;15.04;17.71;0
2015.04.22;15.79;17.73;0
2015.04.23;15.87;17.74;0
2015.04.24;16.39;17.76;0
2015.04.27;16.42;17.78;0
2015.04.28;16.19;17.79;0
2015.04.29;15.95;17.80;0
2015.04.30;16.76;17.81;0
2015.05.01;17.29;17.82;0
2015.05.04;17.62;17.83;0
2015.05.05;17.15;17.85;0
2015.05.06;17.53;17.86;0
2015.05.07;17.91;17.88;1
2015.05.08;15.84;17.89;0
2015.05.11;15.94;17.89;0
2015.05.12;15.63;17.90;0
2015.05.13;15.93;17.91;0
2015.05.14;16.21;17.91;0
2015.05.15;15.48;17.91;0
2015.05.18;15.81;17.92;0
2015.05.19;15.88;17.92;0
2015.05.20;15.25;17.93;0
2015.05.21;14.62;17.93;0
2015.05.22;14.19;17.93;0
2015.05.26;15.22;17.93;0
2015.05.27;14.08;17.92;0
2015.05.28;14.51;17.93;0
2015.05.29;13.99;17.92;0
2015.06.01;14.88;17.93;0
2015.06.02;14.86;17.94;0
2015.06.03;15.15;17.95;0
2015.06.04;16.01;17.96;0
2015.06.05;15.12;17.97;0
2015.06.08;15.14;17.98;0
2015.06.09;14.83;17.98;0
2015.06.10;14.37;17.99;0
2015.06.11;14.30;17.99;0
2015.06.12;13.99;18.00;0
2015.06.15;14.34;18.01;0
2015.06.16;14.36;18.01;0
2015.06.17;13.58;18.02;0
2015.06.18;13.53;18.01;0
2015.06.19;13.26;18.01;0
2015.06.22;13.85;18.01;0
2015.06.23;13.89;18.01;0
2015.06.24;13.83;18.01;0
2015.06.25;13.12;18.00;0
2015.06.26;13.22;17.99;0
2015.06.29;14.50;17.98;0
2015.06.30;15.34;17.96;0
2015.07.01;14.86;17.96;0
2015.07.02;14.42;17.95;0
2015.07.06;14.25;17.93;0
2015.07.07;15.23;17.93;0
2015.07.08;15.78;17.92;0
2015.07.09;15.47;17.92;0
2015.07.10;14.42;17.91;0
2015.07.13;13.43;17.89;0
2015.07.14;13.25;17.87;0
2015.07.15;14.35;17.85;0
2015.07.16;14.05;17.83;0
2015.07.17;16.32;17.82;0
2015.07.20;19.73;17.83;1
2015.07.21;19.56;17.83;1
2015.07.22;19.59;17.83;1
2015.07.23;19.39;17.84;1
2015.07.24;19.27;17.85;1
2015.07.27;20.06;17.86;1
2015.07.28;18.40;17.87;1
2015.07.29;17.22;17.86;0
2015.07.30;17.07;17.86;0
2015.07.31;16.79;17.85;0
2015.08.03;17.58;17.84;0
2015.08.04;17.24;17.83;0
2015.08.05;17.74;17.83;0
2015.08.06;17.25;17.83;0
2015.08.07;16.59;17.83;0
2015.08.10;16.41;17.82;0
2015.08.11;16.53;17.82;0
2015.08.12;16.80;17.83;0
2015.08.13;15.84;17.82;0
2015.08.14;15.59;17.82;0
2015.08.17;15.40;17.81;0
2015.08.18;15.84;17.80;0
2015.08.19;15.96;17.77;0
2015.08.20;16.87;17.75;0
2015.08.21;18.48;17.74;1
2015.08.24;21.26;17.73;1
2015.08.25;20.20;17.72;1
2015.08.26;20.03;17.71;1
2015.08.27;18.74;17.69;1
2015.08.28;18.80;17.68;1
2015.08.31;19.34;17.67;1
2015.09.01;19.65;17.66;1
2015.09.02;18.65;17.64;1
2015.09.03;18.57;17.62;1
2015.09.04;18.62;17.59;1
2015.09.08;18.31;17.56;1
2015.09.09;17.80;17.54;1
2015.09.10;16.89;17.52;0
2015.09.11;17.38;17.50;0
2015.09.14;17.63;17.49;1
2015.09.15;17.69;17.47;1
2015.09.16;18.05;17.44;1
2015.09.17;16.63;17.41;0
2015.09.18;16.46;17.38;0
2015.09.21;16.59;17.36;0
2015.09.22;17.35;17.35;1
2015.09.23;17.34;17.33;1
2015.09.24;19.26;17.33;1
2015.09.25;18.33;17.32;1
2015.09.28;18.28;17.32;1
2015.09.29;17.67;17.31;1
2015.09.30;17.47;17.30;1
2015.10.01;16.90;17.28;0
2015.10.02;16.71;17.25;0
2015.10.05;16.68;17.23;0
2015.10.06;17.54;17.22;1
2015.10.07;17.13;17.22;0
2015.10.08;16.91;17.20;0
2015.10.09;16.92;17.19;0
2015.10.12;16.24;17.17;0
2015.10.13;17.14;17.16;0
2015.10.14;18.35;17.15;1
2015.10.15;17.90;17.14;1
2015.10.16;16.59;17.13;0
2015.10.19;16.94;17.11;0
2015.10.20;16.79;17.09;0
2015.10.21;15.90;17.06;0
2015.10.22;15.59;17.04;0
2015.10.23;15.59;17.02;0
2015.10.26;15.78;17.01;0
2015.10.27;15.30;17.00;0
2015.10.28;15.63;16.99;0
2015.10.29;15.77;16.97;0
2015.10.30;15.39;16.94;0
2015.11.02;15.28;16.90;0
2015.11.03;17.19;16.87;1
2015.11.04;18.02;16.85;1
2015.11.05;17.82;16.83;1
2015.11.06;17.36;16.82;1
2015.11.09;17.55;16.80;1
2015.11.10;17.36;16.79;1
2015.11.11;17.89;16.78;1
2015.11.12;18.47;16.77;1
2015.11.13;18.29;16.77;1
2015.11.16;18.50;16.76;1
2015.11.17;20.17;16.76;1
2015.11.18;19.40;16.75;1
2015.11.19;18.04;16.74;1
2015.11.20;17.26;16.73;1
2015.11.23;17.70;16.71;1
2015.11.24;16.72;16.70;1
2015.11.25;16.39;16.68;0
2015.11.27;17.16;16.67;1
2015.11.30;16.91;16.66;1
2015.12.01;16.62;16.65;0
2015.12.02;17.36;16.64;1
2015.12.03;17.76;16.63;1
2015.12.04;15.96;16.62;0
2015.12.07;16.23;16.60;0
2015.12.08;16.12;16.59;0
2015.12.09;17.39;16.59;1
2015.12.10;17.07;16.59;1
2015.12.11;18.16;16.60;1
2015.12.14;19.05;16.61;1
2015.12.15;18.09;16.62;1
2015.12.16;15.41;16.61;0
2015.12.17;16.06;16.61;0
2015.12.18;15.06;16.59;0
2015.12.21;15.32;16.58;0
2015.12.22;15.17;16.56;0
2015.12.23;14.94;16.54;0
2015.12.24;15.02;16.52;0
2015.12.28;16.06;16.50;0
2015.12.29;15.22;16.48;0
2015.12.30;15.25;16.45;0
2015.12.31;14.99;16.44;0
2016.01.04;16.07;16.43;0
2016.01.05;15.20;16.42;0
2016.01.06;16.30;16.42;0
2016.01.07;17.42;16.42;1
2016.01.08;17.62;16.42;1
2016.01.11;16.43;16.43;1
2016.01.12;16.61;16.43;1
2016.01.13;16.99;16.43;1
2016.01.14;16.16;16.43;0
2016.01.15;17.42;16.44;1
2016.01.19;16.17;16.44;0
2016.01.20;16.56;16.44;1
2016.01.21;16.77;16.45;1
2016.01.22;15.91;16.46;0
2016.01.25;17.13;16.47;1
2016.01.26;17.26;16.48;1
2016.01.27;16.71;16.49;1
2016.01.28;15.41;16.49;0
2016.01.29;15.73;16.50;0
2016.02.01;16.81;16.51;1
2016.02.02;16.20;16.52;0
2016.02.03;17.84;16.53;1
2016.02.04;17.39;16.54;1
2016.02.05;19.58;16.56;1
2016.02.08;20.38;16.58;1
2016.02.09;21.72;16.61;1
2016.02.10;21.36;16.64;1
2016.02.11;28.37;16.70;1
2016.02.12;24.10;16.74;1
2016.02.16;24.84;16.78;1
2016.02.17;24.53;16.81;1
2016.02.18;26.37;16.86;1
2016.02.19;24.88;16.90;1
2016.02.22;23.31;16.93;1
2016.02.23;23.69;16.95;1
2016.02.24;24.24;17.00;1
2016.02.25;23.36;17.03;1
2016.02.26;21.67;17.06;1
2016.02.29;22.59;17.10;1
2016.03.01;21.97;17.13;1
2016.03.02;22.00;17.16;1
2016.03.03;23.51;17.20;1
2016.03.04;22.31;17.23;1
2016.03.07;22.08;17.26;1
2016.03.08;23.07;17.30;1
2016.03.09;22.31;17.35;1
2016.03.10;23.14;17.39;1
2016.03.11;21.90;17.42;1
2016.03.14;21.14;17.46;1
2016.03.15;19.70;17.49;1
2016.03.16;20.03;17.51;1
2016.03.17;18.99;17.53;1
2016.03.18;18.15;17.55;1
2016.03.21;17.40;17.55;0
2016.03.22;17.62;17.57;1
2016.03.23;18.00;17.58;1
2016.03.24;18.09;17.60;1
2016.03.28;17.53;17.61;0
2016.03.29;19.52;17.64;1
2016.03.30;18.58;17.66;1
2016.03.31;18.45;17.68;1
2016.04.01;18.04;17.70;1
2016.04.04;17.95;17.72;1
2016.04.05;18.16;17.75;1
2016.04.06;17.82;17.77;1
2016.04.07;19.32;17.80;1
2016.04.08;18.74;17.82;1
2016.04.11;19.58;17.85;1
2016.04.12;19.09;17.88;1
2016.04.13;17.96;17.90;1
2016.04.14;17.83;17.92;0
2016.04.15;17.41;17.93;0
2016.04.18;17.30;17.94;0
2016.04.19;17.42;17.96;0
2016.04.20;16.69;17.97;0
2016.04.21;17.90;17.98;0
2016.04.22;17.21;17.99;0
2016.04.25;17.66;18.00;0
2016.04.26;17.43;18.02;0
2016.04.27;16.43;18.03;0
