fecha,simbolo,spot,gamma_flip,call_wall,put_wall,regimen,gex_neto,dist_flip_pct,dias_a_opex,pre_opex,ventana_debilidad
2026-09-23,SPY,767.8099975585938,770.8859890337679,772.0,767.0,negativo,-8232116678.870057,-0.4006188360342956,23,False,True
2026-09-23,QQQ,741.2100219726562,743.9735587280676,760.0,740.0,negativo,-3595432872.432187,-0.37284125598524165,23,False,True
